"refID","Symbol","Size","LFC_2h_IAA","padj_2h_IAA","Reg_2h_IAA","LFC_4h_IAA","padj_4h_IAA","Reg_4h_IAA","LFC_8h_IAA","padj_8h_IAA","Reg_8h_IAA","LFC_24h_IAA","padj_24h_IAA","Reg_24h_IAA"
"NM_013602","Mt1",1239,0.201705423679286,0.650893105716434,"n.s.",0.205825065739679,0.575671225284181,"n.s.",0.0455729975898383,0.889089762578335,"n.s.",0.303314292836597,0.450922942041584,"n.s."
"NM_011291","Rpl7",3138,0.201703957077278,0.648074239018528,"n.s.",0.574104906547281,0.115107358203059,"n.s.",0.471896700156044,0.147358113692945,"n.s.",0.370641491762509,0.343899299055852,"n.s."
"NM_170759","Zfp628",6787,0.201702329744635,0.64703757497134,"n.s.",-0.0137514313818285,0.975675262018029,"n.s.",0.224733280982647,0.422996492295168,"n.s.",0.00463353298479923,0.991658648575654,"n.s."
"NR_001461","Kcnq1ot1",83437,0.201656368504356,0.651333337792807,"n.s.",0.624992040359566,0.0884018958920258,"n.s.",0.467568546847912,0.142532797821912,"n.s.",0.184638690068498,0.634311540384555,"n.s."
"NM_027349","Rbm25",50890,0.201646129505667,0.650476297786217,"n.s.",0.577715375209558,0.103910376124053,"n.s.",0.480735335283331,0.132325810740503,"n.s.",0.207815235494087,0.587428294619795,"n.s."
"NM_012011","Eif2s3y",17987,0.201640155713747,0.650476297786217,"n.s.",0.559562497898961,0.12220228288199,"n.s.",0.487641519592249,0.137460958939949,"n.s.",0.278935205699523,0.473225403236826,"n.s."
"NM_010191","Fdft1",34428,0.20161416422368,0.645547005667948,"n.s.",0.571009415301617,0.0938730796735748,"n.s.",0.680795881916052,0.0387785126923333,"UP",0.383783030916376,0.301780978218315,"n.s."
"NM_019654","Socs5",29910,0.201570945628337,0.64703757497134,"n.s.",0.597709303477409,0.0778285739927467,"n.s.",0.462482381345013,0.125274649205585,"n.s.",0.0144132442809088,0.975855744406019,"n.s."
"NM_010497","Idh1",20527,0.201555150745712,0.648359132985928,"n.s.",0.531619233136095,0.12480496038609,"n.s.",0.437100184834134,0.156500076636059,"n.s.",0.347660195068001,0.360966392769725,"n.s."
"NM_001177810","Rapgef3",22897,0.201522118015895,0.64703757497134,"n.s.",0.333463171368458,0.298587408276829,"n.s.",0.664650220795046,0.0435799237079088,"UP",0.172133786211636,0.643709222356639,"n.s."
"NR_030698","A630066F11Rik",1253,0.201481755390418,0.633824033376736,"n.s.",0.0996168668575293,0.81232332980666,"n.s.",0.136144521090777,0.712427529655586,"n.s.",0.0669873695633899,0.877816698919213,"n.s."
"NM_001242605","Acin1",11525,0.201441602300944,0.64314003221662,"n.s.",0.348489823314253,0.244572773538686,"n.s.",0.605455653768226,0.0479687509999805,"UP",0.299251610173008,0.393150840303265,"n.s."
"NM_019442","Stk19",12911,0.201432539602983,0.648359132985928,"n.s.",0.407036929781517,0.223694733028132,"n.s.",0.488333995106286,0.12477585311793,"n.s.",0.305047662406004,0.420509461673006,"n.s."
"NM_028981","Cacna1d",451216,0.201315506410853,0.650404082952334,"n.s.",1.57103247059241,2.49819879111409e-06,"UP",1.9007293572354,7.85750588884977e-09,"UP",1.34376337275548,7.80956131472998e-05,"UP"
"NM_001286028","Dlk2",5789,0.201298196796611,0.49516106703282,"n.s.",0.280779703374121,0.439891945982961,"n.s.",0.478403510780415,0.207291091616099,"n.s.",0.305943386569978,0.381333255788853,"n.s."
"NR_027959","B830017H08Rik",1901,0.201253932020396,0.212184086062065,"n.s.",1.03243420442829,0.0748510761009295,"n.s.",0.782825342136966,NA,"n.s.",0.40726869812094,0.163616616063147,"n.s."
"NM_020275","Tnfrsf10b",16940,0.201199040508075,0.650476297786217,"n.s.",0.317346123148399,0.326824669077155,"n.s.",0.395872553533337,0.183658574658913,"n.s.",0.0335028945521072,0.934382946683621,"n.s."
"NM_001122829","Upf1",21752,0.201141213759733,0.651333337792807,"n.s.",0.196024349745639,0.548193203988862,"n.s.",0.700127660514191,0.034064180890657,"UP",0.422994379223605,0.254294071038644,"n.s."
"NM_008978","Ptpn20",51485,0.20108069601375,0.653377174896841,"n.s.",0.572272698689379,0.115951138924748,"n.s.",0.492181603352115,0.129689532934281,"n.s.",0.227566826591419,0.551097142302118,"n.s."
"NM_001253843","Prpf19",14329,0.201044869218968,0.642891522106172,"n.s.",0.279844901988228,0.352768760282322,"n.s.",0.606414481327879,0.0472755747717582,"UP",0.42684371042995,0.216589230845532,"n.s."
"NM_001271016","Ube2w",78551,0.20101166130306,0.652176658938246,"n.s.",0.558333439631832,0.124104570237623,"n.s.",0.456466712498583,0.159387497095022,"n.s.",0.170976287391061,0.670848337758204,"n.s."
"NM_175646","Txnl4b",8066,0.200995368536716,0.653377174896841,"n.s.",0.8979657632317,0.019554532855565,"UP",0.611977176129262,0.0853673378486223,"n.s.",0.627255613652032,0.117173222987462,"n.s."
"NM_177897","B4galnt4",10846,0.200968123926535,0.637428739755268,"n.s.",0.309371796755011,0.287636547233926,"n.s.",0.495362684241588,0.0898040427837936,"n.s.",0.179949248576175,0.600503811090401,"n.s."
"NM_001290574","Ppp1r3f",15720,0.200965622838647,0.652915254987013,"n.s.",0.463927354989808,0.186060757378889,"n.s.",0.225332904319989,0.463057150575668,"n.s.",-0.031346458108386,0.943316206944672,"n.s."
"NM_033314","Slco2a1",79361,0.200931304773208,0.652445303092452,"n.s.",0.419197525526166,0.228251298572898,"n.s.",0.702591097902432,0.0485130635523734,"UP",0.637944103571761,0.101185307178135,"n.s."
"NM_010761","Ccndbp1",8505,0.200895475582295,0.646928667446219,"n.s.",0.4012863268713,0.193713116614542,"n.s.",0.596534586175521,0.0534819560338581,"n.s.",0.341730591608058,0.337244762117091,"n.s."
"NM_025729","Tab3",60448,0.200881857318989,0.653377174896841,"n.s.",0.57481199583107,0.116624558949111,"n.s.",0.499023913999738,0.129581486871009,"n.s.",0.327328599230117,0.407780585159958,"n.s."
"NM_008908","Ppic",11667,0.200867827584544,0.653377174896841,"n.s.",0.528595396195703,0.130361598411529,"n.s.",0.454736998259802,0.150252920598555,"n.s.",0.165741918941452,0.663607748085313,"n.s."
"NM_011293","Polr2j",6257,0.20085263623793,0.652445303092452,"n.s.",0.143560822054625,0.696007004903585,"n.s.",0.406779377023731,0.214923749115002,"n.s.",0.429733128498866,0.291434886334362,"n.s."
"NM_198100","Tbkbp1",13542,0.200809080246447,0.653377174896841,"n.s.",0.38015908856964,0.277647380963483,"n.s.",0.816126798090444,0.0280546930676523,"UP",0.282251430908659,0.471949000272474,"n.s."
"NM_001164686","Tmem29",32328,0.200762225601229,0.648359132985928,"n.s.",0.608753758369182,0.0784527665677763,"n.s.",0.612315263029304,0.060524225751459,"n.s.",0.336646886109466,0.365763850019308,"n.s."
"NM_145965","Gphn",458115,0.200713272666255,0.650476297786217,"n.s.",0.549617736811612,0.12480496038609,"n.s.",0.337371302994665,0.274563564194012,"n.s.",-0.075152250655872,0.847048516172517,"n.s."
"NM_145353","Yipf3",4458,0.200705504970529,0.64703757497134,"n.s.",0.095037531780079,0.807746090178407,"n.s.",0.4759911572211,0.153425870615297,"n.s.",0.290606984430386,0.466868744988052,"n.s."
"NM_026392","Tmem70",13085,0.200687492725763,0.65291504958216,"n.s.",0.693029134057031,0.0554598798689894,"n.s.",0.538673767444796,0.0994065079296803,"n.s.",0.369709610320822,0.332455460621359,"n.s."
"NM_027885","Smug1",9995,0.200671713446268,0.649537074703417,"n.s.",0.669096286429026,0.0464052732389121,"UP",0.612749882997063,0.0530970021319821,"n.s.",0.270916331390778,0.456170221807111,"n.s."
"NM_007661","Cdk11b",25064,0.200666049307225,0.634609551109302,"n.s.",0.508990925568967,0.118679448582351,"n.s.",0.497147451349108,0.104051517405805,"n.s.",0.274399605676509,0.453032264590534,"n.s."
"NM_031384","Tex11",220992,0.200637036204222,0.652176658938246,"n.s.",0.682098841579235,0.0654582094835547,"n.s.",0.640264951243023,0.0644635155218509,"n.s.",0.414962356122378,0.288990966303008,"n.s."
"NM_024246","Tmem79",5781,0.200635856680117,0.648522616071558,"n.s.",0.417761337511581,0.190076923979027,"n.s.",0.777708651256067,0.0156890533291201,"UP",0.569555398191041,0.107196518052552,"n.s."
"NM_011201","Ptpn1",47059,0.200603212205745,0.643973084990012,"n.s.",0.419999266601669,0.17737125006959,"n.s.",0.610198010876301,0.0479056495446036,"UP",0.297065537761549,0.405222835990433,"n.s."
"NM_177911","Tgm4",32818,0.200588203460231,0.577958230707053,"n.s.",0.573016856154894,0.209422519616285,"n.s.",0.437127700694932,0.275177436440962,"n.s.",-0.00876316014388224,0.982679502666732,"n.s."
"NM_001081061","Bdp1",86077,0.200571081388594,0.652442726831514,"n.s.",0.547721928078981,0.125660694626583,"n.s.",0.528772278474481,0.110874170455549,"n.s.",0.174882023654778,0.654248900717828,"n.s."
"NM_172741","4931406P16Rik",48896,0.200561872400211,0.644822052119979,"n.s.",0.411039747756297,0.189985519801636,"n.s.",0.417593961219488,0.148484090958453,"n.s.",0.228902160498769,0.521820354433813,"n.s."
"NM_001145779","Kif2a",61530,0.200557553053785,0.652445303092452,"n.s.",0.672997867937139,0.0700152572921866,"n.s.",0.603463167547084,0.0791580986743195,"n.s.",0.228451380759003,0.55537321621283,"n.s."
"NM_026718","Ankrd13a",30681,0.200541177000282,0.632845085737438,"n.s.",0.189279849672548,0.513273915397596,"n.s.",0.581273251266209,0.038413896578968,"n.s.",0.310621198660936,0.348402945026933,"n.s."
"NM_007452","Prdx3",10473,0.200461922764547,0.650645420660113,"n.s.",0.72712887067641,0.0441121189893098,"UP",0.686485183064294,0.0451735522554743,"UP",0.488194965354082,0.199065982114833,"n.s."
"NM_001033194","Gtf3c3",41391,0.200418804476541,0.642530767034224,"n.s.",0.570890047870896,0.10190457803715,"n.s.",0.498307484487008,0.115627178609866,"n.s.",0.314270153635786,0.404248236907379,"n.s."
"NM_173441","Iws1",36598,0.200348209930803,0.650893105716434,"n.s.",0.581856749114934,0.097241998137296,"n.s.",0.52404944406242,0.103292248840744,"n.s.",0.187054271520859,0.625836197652901,"n.s."
"NM_027352","Gorasp2",30217,0.200308199870886,0.650663395208886,"n.s.",0.543430303217646,0.103851504503436,"n.s.",0.674632131850906,0.0376106449107545,"UP",0.427613493008346,0.242939082187141,"n.s."
"NM_009447","Tuba4a",4280,0.200305577854057,0.645035777030338,"n.s.",0.237850695748449,0.435767240326359,"n.s.",0.762326207630397,0.0130232917003826,"UP",0.473652268134708,0.167334883950763,"n.s."
"NM_027016","Sec62",28388,0.200258360132262,0.650645420660113,"n.s.",0.414756408663508,0.215208742503851,"n.s.",0.333511828587716,0.265563551313709,"n.s.",0.10519456218639,0.7889325627313,"n.s."
"NM_019743","Rybp",58794,0.200187054128126,0.652445303092452,"n.s.",0.506299917739213,0.150173022141894,"n.s.",0.477108016857579,0.13883943828302,"n.s.",0.179669994738869,0.645253027658523,"n.s."
"NM_010717","Limk1",32552,0.200108188822887,0.642509935826834,"n.s.",0.330946436324436,0.273224326016065,"n.s.",0.715048138198604,0.0208122122537904,"UP",0.33773723834163,0.341707006769829,"n.s."
"NM_146045","B4galt7",9844,0.199994175161053,0.652445303092452,"n.s.",0.209764037192138,0.520857904457203,"n.s.",0.349562323641705,0.232341891015568,"n.s.",0.290578431425036,0.435011525892142,"n.s."
"NM_001199296","Acly",51649,0.199987221849621,0.643657030929061,"n.s.",0.342887350742581,0.247911318610251,"n.s.",0.654253444438957,0.0290680768968969,"UP",0.435047578211932,0.198995041325179,"n.s."
"NM_009632","Parp2",13355,0.199976077639683,0.648359132985928,"n.s.",0.424040191594862,0.191085382459173,"n.s.",0.461376756775545,0.13191065885177,"n.s.",0.190691443647434,0.622147471220176,"n.s."
"NM_029825","Scfd1",72590,0.199930104689739,0.652445303092452,"n.s.",0.564726474465628,0.120138367558871,"n.s.",0.485758279715464,0.139973842568599,"n.s.",0.303800426127757,0.44125725574247,"n.s."
"NM_001013369","Pfdn4",22643,0.199909972635313,0.653377174896841,"n.s.",0.564659539244247,0.106496113067272,"n.s.",0.373199030919326,0.219956381361249,"n.s.",0.168351935671194,0.659635319545723,"n.s."
"NR_131150","A430046D13Rik",4996,0.19990790210617,0.652445303092452,"n.s.",0.269583958494997,0.470721861464367,"n.s.",-0.0722337443614264,0.830987584714377,"n.s.",-0.10317539936981,0.808860088462102,"n.s."
"NM_027008","Kctd5",25766,0.199853878144502,0.643563914149474,"n.s.",0.378791326972865,0.217574651236818,"n.s.",0.567463270802749,0.0586191429692809,"n.s.",0.290697233033287,0.404968096884032,"n.s."
"NM_009311","Tac1",7903,0.199828745801945,0.541589140341878,"n.s.",1.19988911054113,0.0770808906089348,"n.s.",1.12969315742361,0.0709354465222032,"n.s.",2.01834699276712,0.0186838983609194,"UP"
"NM_173393","Xkr6",213881,0.199816777932404,0.651459179387626,"n.s.",0.527610710016499,0.124247871578756,"n.s.",0.443937566487059,0.152154976853817,"n.s.",0.0142221720415908,0.976399169890914,"n.s."
"NM_178379","Cox10",116846,0.19970565787991,0.648359132985928,"n.s.",0.40122346433782,0.214610076967773,"n.s.",0.488542737395053,0.11264576628664,"n.s.",0.137205101827905,0.71593863432,"n.s."
"NM_001242363","Fam160a2",28844,0.199661936119698,0.650476297786217,"n.s.",0.39239143882091,0.221492514426029,"n.s.",0.417887356548664,0.1597655802153,"n.s.",0.183527772516007,0.622034131540146,"n.s."
"NM_028102","Ddhd2",28957,0.199652312227797,0.650893105716434,"n.s.",0.483986876759987,0.155128179584951,"n.s.",0.528289572772738,0.101323112924298,"n.s.",0.310991454042168,0.410182425651477,"n.s."
"NM_020606","Parva",163983,0.199617980400069,0.653377174896841,"n.s.",0.552256864267283,0.121634358382448,"n.s.",0.722958779531767,0.041119937204907,"UP",0.532546494033311,0.173156644170064,"n.s."
"NM_133795","Ttc1",17968,0.199608951709061,0.649537074703417,"n.s.",0.558721647732233,0.102593643932905,"n.s.",0.492723485125651,0.114530466257614,"n.s.",0.426535145546233,0.250925785672985,"n.s."
"NM_198295","Tmx3",33114,0.199562283031886,0.652445303092452,"n.s.",0.606497439085851,0.0944291718145705,"n.s.",0.438326446042134,0.16632308736355,"n.s.",0.281240050217916,0.46743490310047,"n.s."
"NR_028519","Scarna6",248,0.199538201902251,0.653377174896841,"n.s.",0.278495050726894,0.445834133854096,"n.s.",0.390007905788793,0.238089973785568,"n.s.",0.437433052847688,0.282909990856162,"n.s."
"NM_013662","Sema6b",10768,0.199513157232632,0.650476297786217,"n.s.",0.300212761513137,0.421011819726091,"n.s.",0.57199538457882,0.130163996598621,"n.s.",0.312451724414823,0.458257997050841,"n.s."
"NM_011602","Tln1",31071,0.199500158697752,0.647986938669227,"n.s.",0.145851089661497,0.640717891547616,"n.s.",0.508163767017356,0.0787693680996557,"n.s.",0.291611659001973,0.411157431026015,"n.s."
"NR_015525","9430060I03Rik",17048,0.199483687577553,0.574003672444355,"n.s.",0.46161920401759,0.268082396526617,"n.s.",0.199670689194237,0.564429631914609,"n.s.",0.112249425600547,0.773759712721075,"n.s."
"NM_175511","Fam78a",16821,0.19945867475433,0.653101987208691,"n.s.",0.216652568326639,0.544745275710045,"n.s.",0.596174106629797,0.0953125105103316,"n.s.",0.32063433085554,0.428730622686269,"n.s."
"NM_001039170","Eif4e2",14945,0.199432492929733,0.659210668646562,"n.s.",0.323628278580079,0.330643570393374,"n.s.",0.380515491674939,0.214136532372951,"n.s.",0.145829541620463,0.711892009909143,"n.s."
"NM_144829","Aarsd1",10594,0.199418284029615,0.642652807751267,"n.s.",0.384475805232672,0.197757038872555,"n.s.",0.444736064870749,0.114285031737784,"n.s.",0.207617659644816,0.552126720181755,"n.s."
"NM_025593","Polr2l",3294,0.19940026938455,0.653377174896841,"n.s.",0.415631508361507,0.24260947616682,"n.s.",0.528908257602227,0.12346377319181,"n.s.",0.255665011359406,0.519600551395168,"n.s."
"NM_009401","Tnfrsf8",46172,0.199378174117137,0.652915254987013,"n.s.",0.665333417927564,0.0732241863497259,"n.s.",1.04768590024754,0.00333840349811338,"UP",0.408959819178597,0.298526083657456,"n.s."
"NM_028833","Iqce",38874,0.199349533216944,0.648754816450416,"n.s.",0.250231344132463,0.411190969981487,"n.s.",0.687895955195048,0.0258728420213522,"UP",0.4841056315954,0.160626058141027,"n.s."
"NM_010684","Lamp1",16204,0.199333022740546,0.645584699587573,"n.s.",0.318172359087599,0.294520735419581,"n.s.",0.352996600844984,0.20402374411564,"n.s.",0.306544447788021,0.382650069056188,"n.s."
"NM_001042779","Sema3b",11568,0.199310725558328,0.653377174896841,"n.s.",0.513629996483011,0.17068458022999,"n.s.",0.75859557829018,0.0467838710412637,"UP",0.300391555684005,0.464158471588383,"n.s."
"NM_025949","Rps6ka6",150123,0.199289647042655,0.652552320152473,"n.s.",0.660022556046726,0.074454335127388,"n.s.",0.549542930834322,0.100846804006353,"n.s.",0.24498415574067,0.524839251944301,"n.s."
"NM_175502","Tmem74",3335,0.199274940248516,0.650893105716434,"n.s.",0.398965279722127,0.298609986076764,"n.s.",0.300475769883735,0.382610553529086,"n.s.",0.0550515363670359,0.901722095739006,"n.s."
"NM_173001","Kdm3a",43717,0.19926314864996,0.652445303092452,"n.s.",0.633925289769242,0.0788151473250106,"n.s.",0.457562511171043,0.148039070128402,"n.s.",0.139531643292848,0.724014427652788,"n.s."
"NM_145997","Kdm5a",80476,0.199213831381638,0.653377174896841,"n.s.",0.571195060871455,0.0999587627661502,"n.s.",0.547890707185209,0.0926782931973153,"n.s.",0.272139973251095,0.475588123366453,"n.s."
"NM_028056","Tedc2",5714,0.199212910981308,0.64314003221662,"n.s.",0.292163479115118,0.345580013714337,"n.s.",0.633317168687278,0.0435998579407555,"UP",0.561291838999016,0.10132857037095,"n.s."
"NM_008312","Htr2c",234765,0.199182641675245,0.614506004676274,"n.s.",1.33385005136705,0.0338562759568133,"UP",1.3119903202148,0.0303381381705868,"UP",0.177634687184664,0.65275614664393,"n.s."
"NM_009530","Atrx",131758,0.199172892281782,0.652445303092452,"n.s.",0.529287582182699,0.127581159266125,"n.s.",0.461827552454919,0.14203834865309,"n.s.",0.180514258717973,0.639862541182382,"n.s."
"NM_009374","Tgm3",38060,0.199151805004527,0.653377174896841,"n.s.",0.369385045115271,0.31692238749771,"n.s.",0.144968814170188,0.66061318120249,"n.s.",-1.11529938106876,0.00644931763388592,"DOWN"
"NM_199022","Shc4",96702,0.199085317230581,0.652445303092452,"n.s.",0.899093271411458,0.0310405147645404,"UP",1.09278059157154,0.00684378756702534,"UP",0.7912931723505,0.060718008171592,"n.s."
"NM_173789","Helt",2624,0.199040536167725,0.0805791721122125,"n.s.",6.47907557281741,0.000705108372968487,"UP",4.95583742883492,0.00683771523175137,"UP",0.413393314442361,0.0634784196957496,"n.s."
"NM_019459","Nphs1",28552,0.198968408039868,0.635911047756979,"n.s.",0.200160850294318,0.475237302864942,"n.s.",0.496577309072892,0.0692777067340209,"n.s.",0.36166105222675,0.268634118315817,"n.s."
"NM_027528","Nos1ap",229897,0.198945623236108,0.653484298371381,"n.s.",1.29582385332431,0.000401548065645126,"UP",1.69954363421245,2.21108531750957e-06,"UP",1.42431275113964,0.000102549060604881,"UP"
"NM_025316","Ndufb5",14497,0.198943908929727,0.652094654300393,"n.s.",0.665371517349198,0.0548477393790613,"n.s.",0.438254637299019,0.14851590451874,"n.s.",0.212486784422909,0.564590011152399,"n.s."
"NM_025384","Dnajc15",48701,0.198916121326639,0.653377174896841,"n.s.",0.563963975906088,0.118002962395267,"n.s.",0.330264976918956,0.286184962350407,"n.s.",0.12454413035474,0.761219413645617,"n.s."
"NM_001291134","Rprd1b",49711,0.198907577637256,0.64314003221662,"n.s.",0.485181765529289,0.15551641138298,"n.s.",0.505227958062736,0.112720793040984,"n.s.",0.198446005455248,0.592535949990213,"n.s."
"NM_001294279","Zfp827",165330,0.198897038025574,0.653377174896841,"n.s.",0.547891362172122,0.119053771400753,"n.s.",0.526139169753073,0.107989006550051,"n.s.",-0.00540405424934251,0.990987791686459,"n.s."
"NM_138592","Usp39",26500,0.198887384427665,0.653377174896841,"n.s.",0.580366142105822,0.0981553054426942,"n.s.",0.580202914552378,0.0793943203399617,"n.s.",0.218747777454027,0.570660253813124,"n.s."
"NM_134081","Dnajc9",4273,0.198885151914173,0.653377174896841,"n.s.",0.538341326304819,0.133916799109403,"n.s.",0.329637054056359,0.288137739210313,"n.s.",0.37178980885924,0.343128415665782,"n.s."
"NM_026844","Cmc2",32752,0.198835589968632,0.652445303092452,"n.s.",0.488802822433637,0.132091223622708,"n.s.",0.436152837609823,0.140755423266282,"n.s.",0.248371508798199,0.492959942387426,"n.s."
"NM_010316","Gng3",2318,0.198785364361922,0.653377174896841,"n.s.",0.175243984276839,0.594173902544478,"n.s.",0.35821845714233,0.219658736293708,"n.s.",-0.0590408065265612,0.878763843241295,"n.s."
"NM_001302933","Impdh1",15928,0.198768886124011,0.647734934737782,"n.s.",0.2418458505225,0.425204300368793,"n.s.",0.678159914759351,0.0265570941283465,"UP",0.407829140252447,0.242641385701246,"n.s."
"NM_011101","Prkca",410502,0.198768473673587,0.653377174896841,"n.s.",0.577181464642168,0.103150997371867,"n.s.",0.636075744367598,0.0603717156818715,"n.s.",0.165073075271433,0.667665280814951,"n.s."
"NM_001110152","Pfdn4",7841,0.198718694997906,0.653377174896841,"n.s.",0.560730870230088,0.108580193923965,"n.s.",0.369066899553027,0.224521815198062,"n.s.",0.165777007600028,0.664091733338292,"n.s."
"NM_001290654","Ahsa2",10158,0.198705336144272,0.653377174896841,"n.s.",0.611106834793836,0.0924450348903427,"n.s.",0.681095242281192,0.0526842188663472,"n.s.",0.282761904033443,0.466868744988052,"n.s."
"NM_001077190","Abi1",100253,0.198701881152588,0.652094654300393,"n.s.",0.560260383400818,0.117896802496766,"n.s.",0.442029494232784,0.16484002014165,"n.s.",0.159628049327313,0.683081402465825,"n.s."
"NM_011508","Eif1",2101,0.198669213078875,0.652445303092452,"n.s.",0.372430252999599,0.260973835959013,"n.s.",0.365391650555259,0.225823071712409,"n.s.",0.348598119681246,0.358306974787143,"n.s."
"NM_144788","Hectd1",85815,0.198637042586439,0.650404082952334,"n.s.",0.618571050165127,0.0739060394711089,"n.s.",0.717677331609322,0.0312476847394759,"UP",0.452189321196421,0.22262184776439,"n.s."
"NM_001276684","Arc",3490,0.198626317503898,0.64703757497134,"n.s.",0.283018403515357,0.35022886093763,"n.s.",0.838150601995202,0.00600515801476844,"UP",0.55532654802211,0.101083033041644,"n.s."
"NM_001077264","Ap2a1",29118,0.198624008926673,0.640900326752827,"n.s.",0.241016509061264,0.408351381101438,"n.s.",0.455126884048417,0.101702345448609,"n.s.",0.294000318893336,0.387009831538792,"n.s."
"NM_001029983","Man1b1",19471,0.198613568848002,0.648359132985928,"n.s.",0.320466694369185,0.300497491450331,"n.s.",0.593531713696747,0.0561804622213406,"n.s.",0.404039732338795,0.257148328705904,"n.s."
"NM_001164223","Rpa1",48125,0.198587529605398,0.647986938669227,"n.s.",0.385271487556428,0.215174900370812,"n.s.",0.447977824102802,0.124472640157576,"n.s.",0.176093452488549,0.623292777510185,"n.s."
"NM_013760","Dnajb9",4172,0.198551949535044,0.653377174896841,"n.s.",0.568586488828937,0.120889112517035,"n.s.",0.487681797241362,0.141117743435116,"n.s.",0.391262529322809,0.327221867887075,"n.s."
"NM_026678","Blvra",26428,0.198522215988611,0.650404082952334,"n.s.",0.481823698276464,0.145760418118191,"n.s.",0.45379100456782,0.136879441918764,"n.s.",0.17092444627289,0.644246464849359,"n.s."
"NM_019652","Asna1",7348,0.198476927824617,0.652176658938246,"n.s.",0.0394180608369936,0.914869125466067,"n.s.",0.506346399721556,0.122592665072947,"n.s.",0.327663908482333,0.411608164159922,"n.s."
"NM_001033446","Arl14epl",12408,0.198475137378978,0.65291504958216,"n.s.",0.6434684411887,0.0878958184657905,"n.s.",0.347599012164685,0.273499897713234,"n.s.",0.0914028295870099,0.826638563922336,"n.s."
"NM_178670","8030462N17Rik",80730,0.198452737422006,0.65291504958216,"n.s.",0.644168776835199,0.0753666659600946,"n.s.",0.42651883632614,0.172484202706434,"n.s.",0.128757540934632,0.741024133204189,"n.s."
"NM_025811","Nhlrc2",50586,0.198433939888288,0.65291504958216,"n.s.",0.459331620344681,0.174240466430839,"n.s.",0.378245757858689,0.21333727915597,"n.s.",0.0984855165539057,0.804893043061021,"n.s."
"NM_172400","Dnajc8",18184,0.198405755020924,0.653377174896841,"n.s.",0.498811960183084,0.145438187903187,"n.s.",0.401431985924886,0.187382930089573,"n.s.",0.245598227541028,0.512204762683173,"n.s."
"NR_038032","Gm15663",9320,0.198357732941676,0.317712514887045,"n.s.",0.390566840911938,0.25563139128545,"n.s.",0.444430898589333,0.209752340604787,"n.s.",0.348341233674976,0.193921758352977,"n.s."
"NM_153408","Neurl3",8824,0.198352556933058,0.61785736511338,"n.s.",1.25449501099618,0.0389279414393502,"UP",1.68468610008704,0.00722188406756816,"UP",1.15190109457395,0.0607649571254241,"n.s."
"NM_010748","Lyst",187032,0.198323544069472,0.652682522989921,"n.s.",0.513055137593021,0.131509787934617,"n.s.",0.535744967874476,0.0992527545735104,"n.s.",0.116967224574101,0.76430923823395,"n.s."
"NM_145981","Phyhip",11308,0.198313657594477,0.653377174896841,"n.s.",0.260315976641205,0.448373424406055,"n.s.",0.497225470271994,0.130155032877001,"n.s.",0.574324837450963,0.140097939088397,"n.s."
"NM_134040","Ddx1",29868,0.198261706213506,0.651513866166615,"n.s.",0.596458542762402,0.0981961161824672,"n.s.",0.512726802981687,0.116184606628343,"n.s.",0.274827634144432,0.47321737625041,"n.s."
"NM_001160221","Pum2",78450,0.198196047486874,0.653377174896841,"n.s.",0.585102377994147,0.0997966531830371,"n.s.",0.445759085302569,0.156500076636059,"n.s.",0.132591811410007,0.732864010128519,"n.s."
"NM_029282","Tti1",27558,0.198170052863887,0.650893105716434,"n.s.",0.236960600814738,0.456362513112966,"n.s.",0.292907582652271,0.307868989505426,"n.s.",0.128580012381041,0.732621093208508,"n.s."
"NM_001162925","Nudt17",2669,0.198166679634051,0.652445303092452,"n.s.",0.040737258281084,0.916582688914968,"n.s.",0.209016392086022,0.528891083916719,"n.s.",0.232840806002601,0.569587203718455,"n.s."
"NM_145409","Chtf18",8386,0.198147129847406,0.653377174896841,"n.s.",0.147374540296753,0.702788890497899,"n.s.",0.561990792514847,0.127469729334766,"n.s.",0.41255081966251,0.336913157311705,"n.s."
"NM_001013829","Shf",20027,0.198142349256296,0.652094654300393,"n.s.",0.285434673169362,0.365368568763286,"n.s.",0.60636538096237,0.0557215916934277,"n.s.",0.297350769371151,0.416621379771047,"n.s."
"NM_023554","Nol7",4483,0.19810864563628,0.653958225298993,"n.s.",0.628332756548787,0.103146823117454,"n.s.",0.375821363162309,0.247858029938191,"n.s.",0.228150015456316,0.569298896257534,"n.s."
"NM_001159527","Wdr35",54847,0.198096389664558,0.650663395208886,"n.s.",0.338308460167474,0.28775052161266,"n.s.",0.333138092093415,0.248808800872183,"n.s.",0.0385768425759723,0.926127884915601,"n.s."
"NM_001127348","Snx10",46148,0.198094171469757,0.653377174896841,"n.s.",0.473186688811246,0.157333291406275,"n.s.",0.543029602092582,0.089696259818077,"n.s.",0.161874342608342,0.666902843248933,"n.s."
"NM_173052","Serpinb1b",10278,0.198076634479816,0.584677020429466,"n.s.",0.194190199375456,0.617975570006867,"n.s.",-0.0843650836416548,0.812585957052505,"n.s.",-0.366024770688856,0.36274865318076,"n.s."
"NM_007648","Cd3e",10848,0.198028678217056,0.653377174896841,"n.s.",0.263665789501526,0.473567278774832,"n.s.",0.146296540783491,0.664212962906374,"n.s.",-0.463868660286366,0.289786261127848,"n.s."
